regime,US10Y,US2Y,HY_OAS,IG_OAS,INFLATION_EXP,PMI_GAP,Unemployment,VIX,CREDIT_SPREAD,Confidence,YC_SLOPE
0,0.6553587445105441,0.823350125174183,-0.7634788602465938,-0.6674109203046545,0.8443165483538837,-0.1509335641637427,0.862460620036117,-0.5760546585874465,-0.9812659680886334,-0.5222821325787746,-0.7056077243856345
1,-1.705558178682281,-1.8490464894741976,2.292735688295949,2.589670429329337,0.13757935496698764,-1.5570230504191154,-2.03416655054031,1.569798722159763,2.2471422177313007,-2.1524225765502294,1.542196853821369
2,-0.32635392793310636,0.8250835773810219,-0.007206340961651934,0.1477932329145118,-0.3018685918069114,0.02465319547687342,1.4817971004168893,0.5123513200903016,0.13533712468804737,1.190807351598054,-1.2141879045108206
3,-1.348029639101298,-1.2021466508447585,-0.41758408540603564,-0.5464907768867632,-1.1732248053355265,0.6441538775461533,-1.0083539824913719,-0.3188779322817125,-0.13267322706566334,-0.41096218030756176,0.6709373723883975
